,Status,Life expectancy,Adult Mortality,BMI,HIV/AIDS,Diphtheria,Polio,GDP,Income composition of resources,Schooling
335,Developing,74.6,116.0,47.6,0.1,85.0,87.0,1461.7552,0.0,0.0
237,Developing,67.2,262.0,55.3,0.1,99.0,99.0,1479.383142,0.687,13.6
935,Developing,81.3,86.0,6.1,0.1,99.0,99.0,473.34279,0.879,16.0
1906,Developing,47.7,49.0,17.8,5.3,25.0,4.0,459.4572117,0.0,7.7
1783,Developing,65.9,25.0,21.3,0.5,84.0,87.0,1171.58257,0.533,9.1
2636,Developing,73.0,138.0,73.8,0.1,77.0,79.0,451.542462,0.717,14.4
243,Developed,83.0,78.0,62.6,0.1,99.0,99.0,4474.5717,0.886,16.2
517,Developing,49.2,446.0,2.2,6.6,45.0,46.0,446.4434494,0.352,6.6
1480,Developing,49.4,566.0,29.2,18.2,91.0,89.0,923.136931,0.453,10.8
2322,Developed,87.0,66.0,3.5,0.1,95.0,95.0,33579.85948,0.839,13.9
1639,Developed,83.0,62.0,67.6,0.1,76.0,76.0,2187.79469,0.819,14.6
1142,Developing,73.9,153.0,47.6,0.4,97.0,97.0,212.584798,0.611,11.7
2255,Developing,63.5,219.0,21.2,0.5,86.0,83.0,12.566464,0.444,7.5
1317,Developed,83.3,58.0,27.8,0.1,97.0,99.0,4863.47665,0.889,15.3
1376,Developing,51.9,434.0,14.7,16.9,8.0,77.0,41.7763612,0.447,8.4
2131,Developed,71.1,174.0,52.9,0.1,97.0,97.0,2774.95586,0.722,12.5
2210,Developing,71.6,16.0,69.7,0.1,49.0,55.0,2571.262348,0.671,12.6
822,Developing,72.0,197.0,53.4,0.3,89.0,9.0,3736.58713,0.666,13.0
266,Developing,69.0,191.0,43.8,0.8,96.0,96.0,3933.332215,0.695,12.8
32,Developing,75.6,19.0,59.5,0.1,95.0,95.0,4132.76292,0.743,14.4
2053,Developed,74.2,149.0,53.6,0.1,98.0,98.0,4981.198619,0.784,14.7
2536,Developed,79.7,78.0,5.8,0.1,93.0,95.0,37813.23426,0.879,15.1
235,Developing,68.2,247.0,56.2,0.1,99.0,99.0,2378.33927,0.703,14.1
2444,Developing,74.5,143.0,21.2,0.1,99.0,99.0,335.521375,0.752,13.7
880,Developing,78.0,225.0,54.3,0.1,94.0,94.0,4498.95727,0.781,15.0
289,Developing,69.4,216.0,23.6,0.5,99.0,98.0,2522.7968,0.596,12.5
1678,Developing,71.9,168.0,27.5,0.1,98.0,98.0,5229.876738,0.696,12.8
1162,Developed,73.5,176.0,59.9,0.1,99.0,99.0,13842.6549,0.809,15.3
2506,Developed,82.3,54.0,59.0,0.1,98.0,98.0,5918.19898,0.906,15.8
917,Developing,84.0,82.0,61.0,0.1,99.0,99.0,47415.55987,0.884,17.0
2211,Developing,71.4,162.0,68.9,0.1,55.0,26.0,2351.33814,0.665,12.4
426,Developing,53.4,369.0,14.1,4.3,87.0,82.0,15.57434,0.286,5.6
212,Developing,74.9,14.0,51.4,0.1,91.0,91.0,15534.1574,0.78,15.5
2649,Developing,71.2,17.0,47.1,0.3,96.0,88.0,17321.83373,0.779,12.7
2712,Developing,63.8,224.0,37.5,0.1,97.0,98.0,643.17518,0.0,0.0
686,Developed,78.4,68.0,53.8,0.1,98.0,98.0,16372.29152,0.805,12.5
788,Developing,76.0,121.0,52.8,0.1,87.0,87.0,674.9829,0.725,13.4
903,Developing,69.1,2.0,58.7,0.1,99.0,99.0,3651.966784,0.706,14.6
644,Developed,77.1,14.0,61.9,0.1,96.0,96.0,13235.97757,0.815,14.6
1840,Developed,79.2,77.0,55.0,0.1,98.0,98.0,39954.64222,0.885,16.5
2759,Developing,74.7,11.0,56.0,0.1,94.0,94.0,31311.35936,0.803,12.1
1807,Developing,54.7,483.0,27.2,24.0,81.0,81.0,3288.257373,0.559,11.7
1308,Developing,73.5,161.0,46.3,1.9,99.0,99.0,482.24762,0.706,12.4
1790,Developing,63.9,224.0,16.4,0.5,73.0,86.0,247.24276,0.465,7.9
2451,Developing,74.2,138.0,16.6,0.1,99.0,99.0,1259.87591,0.712,12.9
2828,Developing,69.1,185.0,43.0,0.1,99.0,99.0,197.551233,0.681,12.0
831,Developing,73.0,24.0,47.0,0.4,81.0,81.0,248.4125,0.621,11.8
1504,Developing,51.5,333.0,2.4,3.1,42.0,54.0,174.1815473,0.386,10.5
794,Developing,74.7,14.0,48.6,0.2,96.0,95.0,359.71886,0.696,12.9
2408,Developing,57.3,397.0,4.1,21.3,73.0,71.0,337.2253,0.635,13.0
823,Developing,72.0,191.0,52.8,0.3,89.0,89.0,3474.392445,0.662,12.9
189,Developing,74.9,87.0,55.0,0.1,98.0,98.0,1312.33457,0.796,13.5
1627,Developing,54.3,288.0,18.5,1.8,78.0,79.0,521.6425796,0.35,6.1
1359,Developing,64.7,276.0,44.8,0.1,95.0,95.0,1658.31146,0.7,12.7
1328,Developed,81.5,72.0,22.5,0.1,95.0,81.0,33846.46564,0.856,14.6
2815,Developing,76.3,118.0,61.2,0.1,95.0,95.0,11938.212,0.777,15.6
1006,Developed,78.5,9.0,56.6,0.1,97.0,96.0,3359.95215,0.872,16.3
236,Developing,67.7,253.0,55.8,0.1,5.0,53.0,1819.525644,0.695,13.9
1301,Developing,75.3,138.0,52.0,0.5,96.0,96.0,521.33363,0.725,12.8
1079,Developing,57.8,291.0,2.8,2.2,64.0,62.0,438.7513346,0.38,8.3
1116,Developing,65.0,238.0,39.0,1.8,93.0,93.0,198.455216,0.619,11.4
70,Developing,75.4,14.0,43.8,0.1,99.0,98.0,1312.46692,0.788,14.2
1387,Developing,65.0,212.0,72.8,0.1,86.0,86.0,1151.555618,0.576,12.1
2683,Developing,75.2,19.0,64.5,0.1,98.0,98.0,12542.93565,0.754,14.4
988,Developing,73.9,128.0,48.6,0.1,82.0,82.0,153.57521,0.703,12.2
2349,Developed,79.8,84.0,57.6,0.1,96.0,96.0,24985.24827,0.876,17.0
1307,Developing,74.0,15.0,47.2,1.5,95.0,99.0,4313.1682,0.709,12.5
1752,Developing,73.3,14.0,54.6,0.1,99.0,98.0,339.91616,0.612,11.2
759,Developing,69.0,279.0,31.7,3.2,89.0,89.0,1253.657431,0.436,5.3
1615,Developing,71.8,124.0,16.2,0.1,98.0,98.0,32.37239,0.597,12.0
1492,Developing,61.1,258.0,26.1,1.1,76.0,75.0,454.1222236,0.419,9.8
1454,Developed,78.0,29.0,56.3,0.1,98.0,98.0,5134.95694,0.761,15.2
2817,Developing,76.4,119.0,6.1,0.1,94.0,94.0,962.312164,0.77,15.7
284,Developing,55.8,285.0,19.7,2.1,73.0,75.0,519.2922847,0.416,7.7
42,Developing,72.9,136.0,48.9,0.1,88.0,88.0,31.122378,0.68,12.0
1505,Developing,51.9,39.0,2.2,3.1,46.0,56.0,183.4149991,0.338,8.7
2279,Developing,73.1,135.0,51.7,0.1,93.0,93.0,1634.87561,0.709,13.1
23,Developing,75.3,1.0,52.6,0.1,99.0,99.0,437.539647,0.713,12.0
1664,Developing,62.0,228.0,22.3,1.2,89.0,91.0,46.9542322,0.446,6.5
1943,Developing,66.2,162.0,24.7,0.1,72.0,72.0,1316.98966,0.542,7.8
2452,Developing,69.1,197.0,16.1,0.1,97.0,97.0,174.6692,0.705,12.8
1007,Developed,78.4,91.0,56.1,0.1,93.0,97.0,2525.16445,0.867,16.3
899,Developing,69.7,19.0,61.9,0.1,99.0,99.0,546.3728,0.727,15.2
538,Developing,48.6,46.0,15.4,5.2,25.0,37.0,66.2421396,0.306,5.6
2734,Developing,75.0,24.0,59.0,0.2,5.0,54.0,3569.75727,0.734,14.9
2927,Developing,52.4,527.0,29.4,15.7,89.0,89.0,713.63562,0.436,10.0
2492,Developing,56.5,412.0,3.7,12.2,95.0,92.0,3851.51547,0.534,11.3
1855,Developed,79.9,78.0,62.1,0.1,89.0,89.0,2775.89515,0.886,18.9
1037,Developing,79.2,81.0,59.9,0.1,95.0,95.0,21955.149,0.83,15.3
113,Developed,82.7,6.0,66.1,0.1,92.0,92.0,62214.6912,0.936,20.4
980,Developing,74.5,128.0,54.4,0.1,93.0,94.0,4274.376857,0.755,13.5
1779,Developing,49.0,43.0,16.5,12.2,7.0,69.0,277.6486591,0.291,5.4
2290,Developing,72.2,185.0,3.7,0.1,99.0,99.0,1214.39987,0.728,13.1
540,Developing,48.4,43.0,14.8,5.1,23.0,36.0,292.5914364,0.284,5.4
1367,Developing,63.0,294.0,18.9,4.3,9.0,9.0,967.34773,0.523,11.1
1500,Developing,55.3,316.0,22.0,3.1,6.0,66.0,168.648254,0.372,10.1
2679,Developing,73.2,11.0,48.9,0.1,98.0,98.0,2254.933126,0.654,13.1
1837,Developed,82.0,68.0,57.3,0.1,97.0,97.0,51241.31562,0.899,16.6
2551,Developing,72.7,135.0,44.6,0.1,82.0,83.0,1258.421953,0.589,10.1
1842,Developed,78.4,81.0,53.4,0.1,97.0,97.0,28817.32321,0.882,16.9
2308,Developing,42.3,496.0,18.8,2.1,65.0,69.0,263.145817,0.332,7.6
1038,Developing,79.1,81.0,59.2,0.1,94.0,93.0,18477.57841,0.823,15.2
1452,Developed,76.0,216.0,57.0,0.1,99.0,99.0,7558.7426,0.791,15.9
744,Developed,78.8,88.0,56.3,0.1,88.0,88.0,64322.6664,0.906,16.8
1041,Developing,78.2,84.0,57.4,0.1,89.0,89.0,1242.95373,0.794,13.9
1696,Developing,75.0,127.0,54.1,0.1,97.0,98.0,716.8219,0.703,11.6
2661,Developing,69.3,191.0,36.0,0.5,91.0,91.0,884.518666,0.729,12.0
1886,Developing,54.5,277.0,15.7,1.5,51.0,52.0,258.463873,0.286,3.7
2522,Developed,83.2,51.0,57.0,0.1,96.0,96.0,85814.58857,0.936,15.9
876,Developing,72.8,189.0,55.5,0.1,96.0,96.0,1338.31322,0.812,15.9
2164,Developing,57.0,415.0,14.1,8.0,88.0,85.0,196.59778,0.343,7.2
2855,Developing,69.3,176.0,42.6,0.1,7.0,67.0,1353.934819,0.0,10.2
1092,Developing,58.1,279.0,25.0,4.5,87.0,87.0,61.566347,0.415,9.1
1008,Developed,78.3,92.0,55.6,0.1,93.0,96.0,23687.31689,0.86,16.2
2214,Developing,75.0,175.0,66.5,0.1,85.0,83.0,1555.47451,0.645,12.0
1493,Developing,67.0,261.0,25.6,1.2,8.0,8.0,415.361958,0.416,9.6
250,Developed,78.9,89.0,6.2,0.1,97.0,97.0,36967.28292,0.861,15.7
2042,Developed,76.8,125.0,59.7,0.1,99.0,95.0,13145.1484,0.834,15.3
2485,Developing,68.0,223.0,49.7,1.0,75.0,74.0,263.1399,0.0,10.9
71,Developing,75.2,142.0,43.2,0.1,99.0,99.0,1473.31923,0.786,14.4
483,Developing,55.9,369.0,27.2,4.6,85.0,85.0,1255.648189,0.496,10.4
638,Developing,78.3,99.0,47.3,0.1,94.0,94.0,462.14965,0.712,11.9
114,Developed,82.5,61.0,65.5,0.1,91.0,91.0,67792.3386,0.933,20.3
1569,Developing,57.9,283.0,13.9,0.6,57.0,58.0,245.939659,0.0,8.0
1585,Developing,43.1,588.0,14.1,25.5,75.0,73.0,153.2594872,0.391,10.7
761,Developing,59.8,296.0,3.9,3.5,88.0,88.0,147.586896,0.416,4.5
1881,Developing,59.4,241.0,17.7,0.7,75.0,4.0,375.5819866,0.323,4.8
2745,Developing,67.5,257.0,54.8,0.7,99.0,99.0,635.789635,0.669,13.3
994,Developed,81.0,68.0,62.3,0.1,95.0,94.0,41176.88158,0.924,17.1
385,Developed,74.3,138.0,65.1,0.1,88.0,88.0,7853.335191,0.787,14.8
2574,Developing,73.9,158.0,27.9,0.2,99.0,99.0,575.32176,0.711,13.1
2354,Developed,78.1,17.0,54.7,0.1,97.0,97.0,19726.1265,0.858,16.7
41,Developing,73.4,132.0,49.8,0.1,95.0,95.0,3464.6179,0.686,12.3
745,Developed,78.4,93.0,55.9,0.1,87.0,87.0,58487.451,0.904,16.7
31,Developing,72.6,11.0,45.0,0.1,97.0,97.0,1175.788981,0.656,10.7
504,Developing,85.0,74.0,62.5,0.1,94.0,9.0,44544.5268,0.894,15.8
2614,Developing,62.0,261.0,12.6,0.1,54.0,38.0,48.61552,0.475,9.8
2120,Developed,74.8,135.0,59.9,0.1,94.0,94.0,12.27733,0.797,14.7
1463,Developing,74.9,94.0,63.5,0.1,81.0,75.0,8763.826274,0.752,13.3
1634,Developed,81.7,54.0,69.6,0.1,97.0,97.0,23819.4636,0.853,14.6
410,Developing,53.3,313.0,14.2,2.3,82.0,94.0,46.998871,0.0,4.3
1567,Developing,59.3,271.0,14.7,0.7,62.0,61.0,262.2859481,0.462,8.3
1631,Developing,51.2,31.0,16.5,2.3,61.0,65.0,334.22416,0.308,4.9
130,Developed,81.1,68.0,56.6,0.1,95.0,95.0,554.71532,0.887,15.7
1075,Developing,58.1,299.0,22.7,0.5,51.0,42.0,561.997387,0.412,8.6
1383,Developing,65.3,27.0,75.2,0.1,91.0,95.0,1493.1651,0.584,11.9
135,Developed,84.0,76.0,54.2,0.1,83.0,83.0,51386.37665,0.864,15.1
2283,Developing,72.9,172.0,35.5,0.1,98.0,98.0,15687.34795,0.762,13.5
1848,Developed,81.1,7.0,65.9,0.1,93.0,93.0,3997.25624,0.904,19.5
2267,Developing,75.3,122.0,58.9,0.1,95.0,97.0,6353.826383,0.766,14.1
1138,Developing,74.6,147.0,51.0,0.3,97.0,97.0,2326.15856,0.623,11.2
254,Developed,78.0,1.0,58.5,0.1,95.0,96.0,23121.56635,0.873,18.2
3,Developing,59.5,272.0,17.6,0.1,67.0,67.0,669.959,0.463,9.8
1177,Developed,81.4,58.0,58.1,0.1,98.0,98.0,55575.29196,0.892,18.2
255,Developed,77.6,11.0,58.1,0.1,95.0,96.0,2327.4591,0.869,18.0
2722,Developing,55.5,41.0,15.2,8.4,73.0,7.0,41.858631,0.442,10.3
1591,Developing,74.1,131.0,35.3,0.1,96.0,96.0,971.356987,0.764,12.8
1468,Developing,73.9,11.0,6.8,0.1,77.0,74.0,5339.441291,0.0,13.7
1970,Developing,75.8,123.0,49.5,0.2,95.0,92.0,4591.892776,0.733,12.8
1070,Developing,69.4,24.0,42.4,0.4,84.0,84.0,1753.349471,0.56,9.0
1178,Developed,81.3,59.0,57.8,0.1,97.0,97.0,68348.31817,0.887,18.2
1042,Developing,73.6,142.0,48.4,0.1,92.0,99.0,9212.192824,0.751,15.8
1300,Developing,75.6,136.0,52.7,0.6,93.0,86.0,56.144952,0.727,12.8
2856,Developing,69.1,179.0,41.9,0.1,7.0,67.0,1362.61731,0.0,10.1
781,Developing,69.3,214.0,47.2,2.1,79.0,66.0,2421.9662,0.666,12.5
1967,Developing,76.4,124.0,51.9,0.2,85.0,84.0,668.8667,0.743,12.9
997,Developed,86.0,71.0,6.9,0.1,95.0,94.0,4465.24891,0.916,16.9
1655,Developing,62.2,212.0,28.1,1.2,75.0,73.0,1393.261593,0.487,7.7
2271,Developing,74.1,131.0,56.4,0.1,95.0,97.0,5821.35397,0.754,13.6
2521,Developed,83.4,49.0,57.4,0.1,97.0,97.0,8989.8424,0.938,16.0
2135,Developing,75.0,222.0,6.5,0.1,97.0,97.0,9329.298351,0.805,15.0
2476,Developing,71.3,178.0,56.3,0.9,84.0,84.0,9272.413453,0.708,12.7
2281,Developing,73.2,168.0,37.4,0.1,97.0,97.0,1539.464,0.781,14.1
1032,Developing,80.0,78.0,63.1,0.1,99.0,99.0,2971.973,0.857,16.2
933,Developing,81.5,83.0,61.1,0.1,99.0,99.0,4838.2444,0.885,16.1
1718,Developing,68.1,227.0,5.4,0.1,98.0,98.0,4385.379355,0.72,14.7
1486,Developing,45.5,648.0,26.4,33.8,9.0,9.0,63.636279,0.44,10.5
2510,Developed,81.5,58.0,57.3,0.1,98.0,98.0,5276.25591,0.895,15.8
1804,Developing,60.0,356.0,29.4,15.2,86.0,81.0,422.51968,0.578,11.3
1614,Developing,72.7,112.0,16.7,0.1,98.0,98.0,3432.247841,0.601,11.8
2480,Developing,69.8,196.0,53.3,1.2,85.0,85.0,6858.163158,0.691,11.9
1595,Developing,73.6,134.0,31.6,0.1,95.0,95.0,6222.982955,0.732,12.7
2156,Developing,62.8,26.0,18.3,2.3,97.0,93.0,563.491487,0.454,10.0
36,Developing,74.9,116.0,55.0,0.1,95.0,95.0,5432.2523,0.724,14.0
1830,Developed,81.7,58.0,61.6,0.1,96.0,96.0,52157.4687,0.923,18.1
1632,Developing,55.0,34.0,16.1,2.4,49.0,56.0,36.8473237,0.297,4.6
1660,Developing,69.0,221.0,24.8,1.3,68.0,68.0,944.134851,0.466,7.2
223,Developing,73.3,127.0,43.0,0.9,93.0,86.0,11568.1111,0.741,14.0
1691,Developing,76.0,123.0,57.9,0.1,98.0,98.0,933.341687,0.731,12.3
1496,Developing,59.2,277.0,24.0,2.1,81.0,84.0,33.667491,0.4,9.7
1399,Developing,74.0,86.0,68.4,0.1,98.0,98.0,38497.61696,0.79,13.5
1107,Developing,66.0,217.0,45.9,0.3,98.0,97.0,43.82321,0.636,10.3
1264,Developed,77.0,89.0,52.2,0.1,84.0,84.0,28223.55528,0.857,16.4
2426,Developed,82.6,58.0,66.0,0.1,97.0,97.0,296.47225,0.877,17.6
1981,Developing,61.6,288.0,44.2,1.1,73.0,79.0,1166.66337,0.477,9.2
900,Developing,69.6,192.0,61.1,0.1,99.0,99.0,4763.68956,0.719,15.0
904,Developing,68.9,23.0,58.0,0.1,99.0,99.0,3369.48247,0.704,14.5
1384,Developing,65.2,28.0,74.6,0.1,86.0,84.0,1297.285141,0.576,11.9
1895,Developing,53.2,367.0,24.1,3.9,46.0,46.0,2996.96432,0.514,9.8
627,Developing,79.4,96.0,58.5,0.1,95.0,95.0,1569.66631,0.762,13.7
889,Developing,59.8,289.0,14.9,2.4,54.0,63.0,325.3825543,0.378,7.6
1129,Developing,62.1,259.0,41.8,2.4,63.0,64.0,674.7564147,0.462,8.4
271,Developing,68.3,196.0,4.8,0.3,91.0,91.0,3364.423711,0.668,11.7
7,Developing,58.1,287.0,15.7,0.1,64.0,64.0,373.3611163,0.433,8.7
1836,Developed,83.0,68.0,57.9,0.1,97.0,97.0,56928.8248,0.905,16.8
328,Developing,75.4,16.0,51.5,0.1,95.0,95.0,418.292176,0.703,12.9
1401,Developing,73.8,88.0,67.5,0.1,99.0,99.0,55571.9986,0.787,13.8
685,Developed,78.5,66.0,54.3,0.1,98.0,98.0,2293.4789,0.815,13.0
632,Developing,78.9,99.0,53.4,0.1,9.0,89.0,6911.136136,0.74,12.9
978,Developing,74.4,129.0,56.2,0.1,94.0,91.0,3764.64912,0.768,13.9
1381,Developing,65.7,24.0,76.2,0.1,94.0,92.0,1763.815497,0.581,11.9
1283,Developed,82.5,57.0,63.1,0.1,95.0,95.0,35396.66517,0.877,16.3
2494,Developing,53.6,459.0,29.7,21.6,89.0,89.0,369.239336,0.523,11.0
2703,Developing,65.6,215.0,43.4,0.1,96.0,97.0,436.459223,0.0,10.5
386,Developed,74.1,14.0,64.5,0.1,95.0,95.0,7674.86559,0.781,14.4
555,Developing,78.0,97.0,56.8,0.1,93.0,94.0,621.828325,0.781,14.3
653,Developed,74.7,122.0,56.3,0.1,94.0,95.0,785.881418,0.765,12.9
467,Developing,67.4,186.0,17.6,0.3,86.0,84.0,95.244132,0.54,10.7
258,Developing,69.8,18.0,49.3,0.2,95.0,95.0,4688.538443,0.706,12.9
2929,Developing,48.2,632.0,28.6,20.5,75.0,75.0,325.678573,0.421,9.7
72,Developing,75.0,144.0,42.6,0.1,99.0,98.0,14252.29452,0.781,14.5
1310,Developing,73.1,166.0,44.5,2.3,96.0,99.0,3465.221998,0.694,11.9
2357,Developed,76.5,119.0,52.9,0.1,95.0,95.0,1488.47154,0.843,16.1
411,Developing,52.4,323.0,13.7,2.5,79.0,83.0,371.323865,0.0,3.9
2128,Developed,72.5,157.0,54.4,0.1,97.0,97.0,5828.745662,0.755,13.7
897,Developing,51.2,391.0,12.3,5.0,3.0,55.0,123.876257,0.0,3.9
1860,Developed,78.6,87.0,58.9,0.1,9.0,82.0,13641.1272,0.864,17.2
2363,Developing,68.8,182.0,48.9,0.1,94.0,99.0,188.5159,0.509,9.5
1163,Developed,73.4,177.0,59.3,0.1,99.0,99.0,11398.76584,0.802,15.2
2081,Developing,76.6,84.0,65.1,0.1,97.0,98.0,51488.49529,0.83,13.7
1796,Developing,65.8,248.0,35.7,2.1,92.0,92.0,4737.66996,0.637,11.7
2851,Developing,71.0,161.0,45.7,0.1,68.0,67.0,247.97823,0.572,10.6
50,Developing,51.1,355.0,22.1,2.3,77.0,67.0,484.616884,0.523,11.4
2427,Developed,82.4,6.0,65.4,0.1,96.0,96.0,2921.9342,0.874,17.5
2435,Developed,81.0,77.0,6.5,0.1,96.0,96.0,2651.71745,0.837,15.8
2231,Developing,62.8,225.0,21.1,1.5,92.0,9.0,51.216381,0.497,9.4
43,Developing,72.3,14.0,47.9,0.1,86.0,86.0,2598.9823,0.673,11.7
1146,Developing,73.0,16.0,44.3,0.7,94.0,94.0,1592.572182,0.59,10.9
2726,Developing,51.0,53.0,13.9,9.4,59.0,57.0,237.9995917,0.418,11.5
137,Developed,79.8,81.0,53.2,0.1,83.0,83.0,443.99361,0.854,15.0
825,Developing,71.7,194.0,51.4,0.3,98.0,98.0,357.347674,0.659,13.4
201,Developing,68.2,152.0,13.0,0.1,94.0,95.0,494.51466,0.506,8.4
2314,Developed,82.9,56.0,32.9,0.1,96.0,96.0,56336.7234,0.922,15.4
408,Developing,55.3,293.0,15.1,1.7,89.0,93.0,475.11122,0.334,4.9
39,Developing,74.1,126.0,51.8,0.1,93.0,92.0,495.254866,0.697,12.6
1589,Developing,74.5,129.0,37.4,0.1,97.0,97.0,1779.49641,0.776,12.9
2666,Developing,75.1,12.0,6.2,0.1,98.0,98.0,4271.68172,0.722,14.7
938,Developing,89.0,89.0,58.6,0.1,98.0,99.0,416.58397,0.873,16.1
2345,Developed,88.0,74.0,6.1,0.1,95.0,95.0,2729.86383,0.888,17.3
2758,Developing,74.9,98.0,56.8,0.1,94.0,94.0,3323.52318,0.808,12.3
1657,Developing,61.7,215.0,26.8,1.2,64.0,63.0,146.83851,0.476,7.1
1636,Developed,81.1,57.0,68.8,0.1,99.0,99.0,2393.1888,0.828,14.2
2630,Developing,54.7,351.0,17.5,5.3,59.0,58.0,28.832123,0.428,9.7
1362,Developing,63.4,249.0,22.0,2.8,89.0,83.0,1349.97144,0.55,11.1
1331,Developing,74.0,113.0,64.8,0.1,98.0,98.0,466.94775,0.737,13.1
261,Developing,69.5,186.0,47.0,0.2,96.0,96.0,4344.15177,0.7,12.4
2500,Developing,45.6,69.0,27.4,50.3,86.0,88.0,2529.633557,0.492,9.4
1071,Developing,69.3,21.0,41.7,0.3,82.0,82.0,171.771491,0.553,8.8
77,Developing,74.0,153.0,39.5,0.1,98.0,93.0,9386.716452,0.0,0.0
484,Developing,55.6,371.0,26.6,4.9,82.0,8.0,1295.649726,0.486,10.0
550,Developing,79.3,91.0,59.9,0.1,94.0,94.0,1243.32824,0.816,15.3
2020,Developing,72.6,144.0,46.7,0.4,95.0,95.0,259.192958,0.686,13.9
1112,Developing,66.1,218.0,41.6,0.3,98.0,97.0,2716.35256,0.618,10.5
1802,Developing,62.4,36.0,31.0,8.7,83.0,83.0,4153.497885,0.598,11.4
1761,Developing,69.5,15.0,46.5,0.1,94.0,94.0,1413.757176,0.54,8.8
1620,Developing,57.3,275.0,22.5,1.6,69.0,7.0,777.659139,0.421,8.0
2553,Developing,69.7,161.0,4.7,0.2,96.0,96.0,918.6771543,0.625,11.3
580,Developing,74.2,144.0,55.0,0.1,85.0,85.0,7227.73968,0.7,13.0
846,Developing,53.8,334.0,19.5,3.6,37.0,46.0,3577.176197,0.554,8.4
106,Developing,73.0,137.0,48.8,0.1,9.0,92.0,1643.758397,0.679,10.9
2446,Developing,74.5,138.0,19.8,0.1,99.0,99.0,2819.511161,0.739,13.5
1115,Developing,65.2,24.0,39.6,1.1,93.0,92.0,1945.6395,0.622,11.7
2368,Developing,68.0,193.0,44.7,0.1,89.0,94.0,125.79167,0.489,9.2
2650,Developing,71.1,171.0,46.0,0.3,92.0,94.0,19325.24283,0.778,12.7
1077,Developing,58.4,288.0,21.7,1.9,62.0,63.0,52.3485646,0.396,8.5
84,Developing,75.7,12.0,6.4,0.1,91.0,93.0,12726.9836,0.816,17.1
891,Developing,57.2,328.0,14.2,3.3,46.0,59.0,193.794956,0.346,6.6
751,Developed,77.0,12.0,52.8,0.1,97.0,97.0,3751.64946,0.862,16.2
2245,Developing,73.0,13.0,58.5,0.1,95.0,95.0,9567.458285,0.747,12.2
2834,Developing,67.8,184.0,38.7,0.3,96.0,98.0,83.476942,0.631,11.8
772,Developing,73.4,157.0,56.8,0.3,83.0,82.0,627.55544,0.709,13.2
1751,Developing,73.6,99.0,55.5,0.1,99.0,99.0,294.746728,0.623,11.6
941,Developing,82.0,94.0,57.0,0.1,98.0,99.0,33874.74255,0.857,15.5
2572,Developing,74.3,154.0,3.1,0.1,99.0,99.0,5859.915622,0.729,13.7
1862,Developing,74.5,148.0,53.2,0.1,98.0,99.0,1975.46477,0.636,11.6
1720,Developing,67.3,235.0,48.0,0.1,99.0,99.0,3769.595255,0.701,14.6
824,Developing,71.4,23.0,52.1,0.3,91.0,91.0,3366.482133,0.662,12.8
2839,Developing,67.1,186.0,35.9,0.2,99.0,99.0,383.3494997,0.6,11.0
1644,Developed,79.0,67.0,65.0,0.1,92.0,94.0,15835.34667,0.805,14.8
1534,Developed,71.6,22.0,57.8,0.1,94.0,91.0,555.535669,0.78,15.8
1172,Developed,82.4,5.0,6.2,0.1,91.0,91.0,4781.3888,0.907,19.0
1017,Developing,63.0,275.0,24.2,2.2,93.0,92.0,1224.41554,0.53,9.8
188,Developing,75.0,85.0,55.2,0.1,97.0,97.0,14221.99259,0.798,13.7
892,Developing,56.0,343.0,13.8,3.7,44.0,56.0,161.6266248,0.325,5.8
2491,Developing,57.6,393.0,31.2,9.8,98.0,98.0,3598.75972,0.539,11.4
1579,Developing,47.1,587.0,16.2,21.1,99.0,99.0,297.6971211,0.377,9.6
1354,Developing,65.3,288.0,47.3,0.1,93.0,94.0,6771.414797,0.754,14.7
979,Developing,74.5,125.0,55.3,0.1,91.0,91.0,4429.6575,0.759,13.5
2676,Developing,74.0,15.0,51.4,0.1,97.0,97.0,3112.83529,0.673,13.6
1197,Developing,64.0,214.0,13.0,0.3,63.0,58.0,621.3183767,0.518,9.2
1140,Developing,74.3,15.0,49.3,0.4,97.0,97.0,2136.77395,0.614,11.6
2720,Developing,57.5,378.0,15.9,8.1,79.0,78.0,647.17732,0.464,10.8
652,Developed,75.4,114.0,56.9,0.1,96.0,96.0,9365.742468,0.771,13.3
641,Developed,78.0,95.0,63.7,0.1,94.0,94.0,11579.6674,0.823,15.3
983,Developing,73.8,132.0,52.0,0.1,92.0,88.0,2964.47734,0.738,13.3
138,Developed,79.4,85.0,52.7,0.1,86.0,86.0,38242.4252,0.848,14.9
868,Developing,76.9,127.0,59.0,0.1,94.0,94.0,1929.7746,0.856,16.5
1750,Developing,73.9,97.0,56.5,0.1,99.0,99.0,3111.762887,0.634,12.1
989,Developing,72.3,134.0,48.1,0.1,78.0,66.0,127.367228,0.694,12.0
1961,Developing,77.5,118.0,56.3,0.1,8.0,81.0,11685.97983,0.773,12.9
2233,Developing,74.5,88.0,68.2,0.1,98.0,97.0,2732.86172,0.845,16.1
648,Developed,76.0,116.0,59.4,0.1,96.0,96.0,15893.8656,0.8,14.3
2018,Developing,72.2,151.0,48.1,0.4,86.0,81.0,2448.143899,0.685,12.8
2084,Developing,76.4,85.0,64.1,0.1,96.0,96.0,2999.65492,0.807,12.2
